subj,question,response,Opinion,age,gender,ethnicity,ethnicity_TEXT,education,ses,trukID,Condition,DO-BL-DVsandMediators
82,2,7,Maria is thinking about her children and how well they are being brought up. She also is thinking about how they affect her life well and that she wouldn't change a thing. She expect the future to go on as it is right now.,25,1,5,,5,7,A30GMQSLMF1VC8,1,instruct|pos_affect|life_satis|neg_affect
83,2,6,"It makes Maria very happy to take care of her three children.  Even though she is very busy, she derives great pleasure and joy from all the activities that involve her children.  ",37,1,1,,5,8,AVQGY7FCU80XP,1,instruct|pos_affect|life_satis|neg_affect
84,2,7,"Maria is thinking primarily about her children and all the time she spends with them. Maria is thinking that she loves her children. Maria is also thinking that she still gets to spend some time with her old friends, but her kids are her priority.",23,1,5,,5,7,A2B9RYX8FBF7M9,1,instruct|pos_affect|neg_affect|life_satis
85,2,7,She is thinking about how she likes watching her children grow up and likes being a mother. She wants to spend time with old friends but children take up all of her time. She is still happy with her life.,27,2,5,,3,6,AXZU9N0EQ6NLF,1,instruct|pos_affect|neg_affect|life_satis
86,2,6,"Maria feels that the production of children (reproduction) is the highest creation that a human can achieve. By spawning three progeny, Maria has likely assured a long continuation of the lineage that traces back all the way to the first life on Earth.",30,1,1,,5,8,A207IHY6GERCFO,1,instruct|pos_affect|life_satis|neg_affect
87,2,7,"I believe that in Maria's mind she found a satisfying purpose in her life, one that is rewarding and satisfying. In her mind, she found her life meaning, and she is completed is content with it.",23,1,3,,4,6,A1153ZIEQX0ZJ8,1,instruct|neg_affect|life_satis|pos_affect
88,2,7,She is more than happy to take care of the children but she wants to keep in touch with her friends and would like someone to take care of the children a few times a month to have her own time. ,25,1,3,,5,8,A36XRHW6R8MU0C,1,instruct|pos_affect|life_satis|neg_affect
89,2,7,"I feel like Maria is confident and strong-willed.  She is determined to make the best of her situation and has a strong need to ensure the future is bright for her children.  She knows that through hard work and perseverance, she can make things great.",26,1,5,,6,7,A274NFT93QPBGL,1,instruct|life_satis|pos_affect|neg_affect
90,2,6,maria's mind is busy.  it is occupied for nearly every waking moment of every day.  she has little time to reflect on the past or to hope for the future.  she is raising three children and it is a full time job and she loves it.  she loves being a mother and it completes her.  she is no longer focused on herself but on others - her three children.,37,1,3,,5,5,A22MI8GGC8C8BQ,1,instruct|life_satis|pos_affect|neg_affect
91,2,7,"Maria's mind is stimulated by maintaining close relationships to those she holds close. In Maria's mind, maintaining these relationships is important to leading a healthy and fruitful life.",32,1,5,,5,5,A2M6Z8SPNEKQRM,1,instruct|neg_affect|life_satis|pos_affect
92,2,7,"She's is content with where she is in life, having children that she loves and good friends. She couldn't ask to be in a better place. She has all that she could ever ask for.",21,1,5,,2,9,A2RJHOC7VRA1PB,1,instruct|life_satis|neg_affect|pos_affect
93,2,7,"I think that Maria is thinking about how nice her life is and planning her day out.  She seemed very busy, and as a busy person I know that a lot of your time is spent thinking about the next thing you have to do and planning it out.  She might also be thinking about how she can be better for her children as well and little things she could do to make them happy.",20,1,5,,4,3,A30Z11C993ISKW,1,instruct|life_satis|pos_affect|neg_affect
94,2,7,"Maria is apathetic, she thinks about her children all the time. She doesn't have any free time in her day to dwell on any emotions she might be feeling, and she doesn't feel a need to because her children rely on her.",27,2,5,,3,6,A2YBZFSUD5OP7W,1,instruct|life_satis|pos_affect|neg_affect
95,2,7,"Maria appreciates the time she gets to spend with her children as they grow up. She loves them, and there is nothing else she would rather be doing than caring for them, and being a part of their life.",32,1,3,,5,4,A3QKPJ5NYH1W18,1,instruct|pos_affect|neg_affect|life_satis
96,2,6,"I think that Maria both feels a little regret for not seeing her friends, but she is also very happy about spending time with her children.  I think that she has this old desire, but her current happiness and obligations keep her from seeing her old friends. I think Maria is okay with that. ",30,1,,,6,7,A24CAU1WKCIPT5,1,instruct|life_satis|pos_affect|neg_affect
97,2,7,"I think while Maria is preoccupied with the busyness of life of being a mom, I think she sometimes wishes she could have a break.  / I think with being a single mom she tends to get lonely at times. ",23,2,6,Multiracial,4,6,AAXOAPIBFQUCB,1,instruct|pos_affect|neg_affect|life_satis
98,2,7,"She is thinking about her kids and their future mostly. She wants the best for them and she'll do whatever it takes to make sure that happens. She is like most mothers, dedicated to her children first and putting herself on the back burner.",20,2,6,Brazilian,2,7,A1SFABJ4NX5DFY,1,instruct|pos_affect|neg_affect|life_satis
99,2,7,"Maria likes being a mother and taking care of her family.  When she's taking care of her kids or planning for their future, she's doing something she enjoys.  She is altruistic in nature and giving of herself brings her joy.",22,2,5,,4,3,A187RK5K1JR4WP,1,instruct|neg_affect|life_satis|pos_affect
100,2,7,maria is bus with her kids which distracts her from worrying about being unappy. she enjoys and loves her children very much and they complete her life. She couldnt be more content with the way her life is going and the choices she has made,34,2,5,,5,7,A1T16G11LQWFXC,1,instruct|pos_affect|life_satis|neg_affect
101,2,7,Maria is looking out for the best interest of her children and looking forward into their future.  She's probaly thinking about finding a male compainion to spend her time with.,24,1,,,2,10,AOSLTO4W2A476,1,instruct|life_satis|pos_affect|neg_affect
102,2,5,Maria has a purpose in life (to raise her kids) and is doing that. She thinks she is doing the right thing and that is enough for her. It's really unclear what you mean by this question. ,32,1,5,,6,4,AXLI3O9CDOKL3,1,instruct|life_satis|pos_affect|neg_affect
103,2,6,maria is trying to balence her freinds and family and shes stressed out becuase she cant easily do both due to having to manage her children but she really wanted to hang out with her freinds but is having a hard time finding time,21,1,5,,2,5,A2L2BXLJG5OTSV,1,instruct|neg_affect|pos_affect|life_satis
104,2,7,She is happy with her life and takes much pride in being a good mother of three children. She still makes time to hang out with her friends to keep the other side of her life happy.,27,1,,,5,5,AV1GW7HQ25UES,1,instruct|life_satis|neg_affect|pos_affect
105,2,7,Maria seems very content with her chosen life of raising her children.  She enjoys being a mother and still keeps in touch with her old friends so she isn't completely consumed by her children.,32,2,5,,4,6,A3KVVCGTCLUWXO,1,instruct|life_satis|pos_affect|neg_affect
106,2,6,I believe she is feeling the impact of being a mother to her children. She enjoys taking care of her children and making them happy. This is a biological response that occurs with a majority of mothers.,21,1,5,,4,6,A1UJBIY5017FNZ,1,instruct|life_satis|neg_affect|pos_affect
107,2,7,"I think Maria is so busy that she doesn't really have time to sit down and think about her emotions. I think if she slowed down, she might realize that that she is using this busyness to prevent her from coming to terms with the possibility that she may be substituting her goals and ambitions for that of her children.",24,2,5,,5,5,A2IN7E6LD3SHJD,1,instruct|life_satis|pos_affect|neg_affect
108,2,7,"She is usually thinking about her children and other people, not about herself. They distract her so that she never focuses on the things that get her down, and she is constantly thinking of the next thing she needs to do -- logistics of how to get her kids places, what her friends want to do that night, etc.",23,2,5,,5,5,AFZO7PSKCYXJ1,1,instruct|pos_affect|neg_affect|life_satis
109,2,7,"She is very happy and satisfied. She feels she has made good decisions that have led her to being happy with her life, and happy with what life has given her. She lives her life for others, and is totally fine with that. ",22,2,5,,4,7,A24JFXQ695JETI,1,instruct|pos_affect|neg_affect|life_satis
110,2,7,I think that Maria is thinking that her children are the greatest thing to ever happen to her. She is probably thinking that she would do anything for her children and that her purpose in life is to raise her children well.,22,1,5,,4,5,A1UPJLTUI6VLNP,1,instruct|life_satis|neg_affect|pos_affect
111,2,7,"I think she feels very compelled to do everything for her children without ever really thinking about what she might do just for herself. She's thinking of the next thing on the list that she has to achieve, where she has to be, who  she has to see, what she has to cook, etc. while never considering doing anything else.",57,2,5,,5,5,ADD6QU1TGC173,1,instruct|life_satis|pos_affect|neg_affect
